,type,name,iso_country,iso_region,municipality,iata_code,coordinates
49868,small_airport,Hillview Airport,US,US-PA,Auburn,,"40.5986, -76.13695"
49869,heliport,DR2 Heliport,US,US-PA,Fogelsville,,"40.602561, -75.643047"
49870,small_airport,Big Bar Airport,US,US-ID,Lucile,,"45.534577, -116.530917"
49871,closed,Lehman Airport,US,US-PA,Dallas,,"41.3195, -76.044401"
49872,heliport,Varnell Heliport,US,US-TX,Austin,,"30.18213, -97.960985"
49873,heliport,Sanford Bagley Heliport,US,US-MN,Bagley,,"47.52658, -95.401788"
49874,heliport,Mercy Clermont Hospital Heliport,US,US-OH,Batavia,,"39.079158, -84.145274"
49875,heliport,UH-Broadview Heights Health Center Heliport,US,US-OH,Broadway Heights,,"41.3189721, -81.647611"
49876,small_airport,Chuck's Private Airstrip,US,US-OK,Cashion,,"35.840166, -97.671224"
49877,small_airport,RNR Farms Airport,US,US-WA,Cathlamet,,"46.166444, -123.361977"
49878,small_airport,White Oak Field,US,US-OH,Centerburg,,"40.338962, -82.7723125"
49879,small_airport,Wedding Cake Ranch Airport,US,US-NM,Clayton,,"36.979138, -103.1985"
49880,heliport,Manclark Airway Heliport,US,US-CA,Costa Mesa,,"33.675027, -117.873166"
49881,heliport,Ulster Heights Kingdom Heliport,US,US-NY,Ellenville,,"41.755, -74.45861"
49882,small_airport,Carr Creek Airport,US,US-MO,Ellington,,"37.203261, -91.1233"
49883,seaplane_base,Eagles Nest 4 Seaplane Base,US,US-MN,Ely,,"47.830927, -92.061058"
49884,small_airport,Willow Creek Trading Post Airport,US,US-NV,Ely,,"39.036757, -114.82994"
49885,seaplane_base,Clearwater Seaplane Base,US,US-MN,Leonard,,"47.734533, -95.204433"
49886,heliport,Northeast Methodist Hospital Heliport,US,US-TX,Live Oak,,"29.553092, -98.350527"
49887,small_airport,Reed Mine Airport,US,US-NC,Locust,,"35.299386, -80.457833"
49888,small_airport,In The Trenches Airport,US,US-TX,Longview,,"32.510025, -94.824508"
49889,heliport,Marquette Regional Hospital Heliport,US,US-MI,Marquette,,"46.544083, -87.406387"
49890,heliport,Avera Marshall Regional Medical Center Heliport,US,US-MN,Marshall,,"44.447054, -95.777497"
49891,heliport,Meister's Heliport,US,US-WI,New Richmond,,"45.1991322, -92.573872"
49892,heliport,St Elizabeth's Hospital Heliport,US,US-IL,O'Fallon,,"38.583295, -89.9341"
49893,small_airport,Rose Ranch Airport,US,US-TX,Olton,,"34.122905, -102.171294"
49894,heliport,Loma Ridge Communication Center Heliport,US,US-CA,Orange,,"33.765533, -117.744125"
49895,seaplane_base,Ritz Carlton Grande Lakes Seaplane Base,US,US-FL,Orlando,,"28.39938, -81.435814"
49896,small_airport,Markley Farm Airport,US,US-OH,Orrville,,"40.875694, -81.766497"
49897,small_airport,Hidden Hills Ranch Airport,US,US-NY,Palmyra,,"43.109332, -77.239176"
49898,heliport,AE139 Heliport,US,US-TX,Paris,,"33.68932, -95.548374"
49899,small_airport,Red Rock South Airport,US,US-OK,Perry,,"36.421666, -97.161666"
49900,small_airport,Sunrise Valley Ranch Lodge Airport,US,US-OR,Prineville,,"44.012486, -120.280458"
49901,small_airport,Sky Ranch Airport,US,US-OH,West Jefferson,,"39.935451, -83.236398"
49902,heliport,Air Evac 122 Heliport,US,US-OK,Weatherford,,"35.539863, -98.662363"
49903,heliport,Kennedy Health System Heliport,US,US-NJ,Washington Township,,"39.735537, -75.0652111"
49904,heliport,Temecula Valley Hospital Heliport,US,US-CA,Temecula,,"33.480208, -117.107989"
49905,heliport,Rancho Milagro Heliport,US,US-NM,Taos,,"36.535953, -105.652823"
49906,heliport,Kennedy Memorial Hospital Heliport,US,US-NJ,Stratford,,"39.827759, -75.00625"
49907,heliport,Sparrow Clinton Hospital Heliport,US,US-MI,St Johns,,"42.993163, -84.55375"
49908,heliport,Mercy Health Heliport,US,US-MI,Shelby,,"43.607086, -86.364437"
49909,closed,Jamros Airport,US,US-MI,Negaunee,,"46.497886, -87.512548"
49910,small_airport,Dorton Airport,US,US-MO,Richmond,,"39.288831, -93.992421"
49911,small_airport,Oakhaus Landing Airport,US,US-OH,Raymond,,"40.353855, -83.5239"
49912,heliport,Atlantic Health Jets Training Center Heliport,US,US-NJ,Florham Park,,"40.780555, -74.417501"
49913,small_airport,Rolling Hills Airport,US,US-MN,Westbrook,,"43.950842, -95.385325"
49914,heliport,Black Rock Heliport,US,US-NM,Zuni,,"35.084975, -108.78835"
49915,small_airport,Richmond Plantation Airport,US,US-LA,Forest Hill,,"31.053, -92.632875"
49916,heliport,Bell South Airfield Heliport,US,US-TX,Bell South Airfield Heliport,,"32.797005, -97.146067"
49917,small_airport,P-L Ranch Airport,US,US-WA,Lacey,,"46.969757, -122.726274"
49918,small_airport,Mitch Veenstra Airport,US,US-MI,Hudsonville,,"42.852236, -85.839108"
49919,heliport,The Christ Hospital Medical Center Heliport,US,US-OH,Hamilton,,"39.375444, -84.360805"
49920,small_airport,Bent Hickory Air Ranch Airport,US,US-AR,Point Cedar,,"34.328029, -93.259288"
49921,small_airport,Gove County Airport,US,US-KS,Quinter,,"39.038609, -100.233881"
49922,seaplane_base,Lily Lake Seaplane Base,US,US-MN,Grand Rapids,,"47.219743, -93.512675"
49923,small_airport,Shady Lane Airport,US,US-MI,St Johns,,"43.061202, -84.548389"
49924,closed,Lyons Airpark,US,US-AL,Rainsville,,"34.489747, -85.793858"
49925,small_airport,Bar Lazy B Airport,US,US-NE,O'Neill,,"42.759858, -98.602015"
49926,small_airport,Miller Airport,US,US-NY,Canastota,,"43.155194, -75.785866"
49927,heliport,Harvey Gulf Heliport,US,US-LA,Golden Meadow,,"29.139916, -90.201486"
49928,closed,Victory Field,US,US-TX,Vernon,,"34.0784, -99.289526"
49929,small_airport,Twin Forks Airport,US,US-GA,Chickamauga,,"34.872083, -85.250361"
49930,heliport,Guardian Centers of Georgia Heliport,US,US-GA,Perry,,"32.501277, -83.7496111"
49931,small_airport,Woodley 2 Airport,US,US-IL,Walnut,,"41.522504, -89.655636"
49932,heliport,St Joseph's Regional Medical Center Edison Lakes Heliport,US,US-IN,Mishawaka,,"41.706638, -86.17585"
49933,small_airport,Tracy Airport,US,US-KS,Manhattan,,"39.2348, -96.473601"
49934,closed,Bunn Airport,US,US-IL,Nebo,,"39.393103, -90.723736"
49935,closed,Sellers Airport,US,US-IN,Triumph,,"41.513921, -88.937579"
49936,heliport,Conshohocken Heliport,US,US-PA,Conshohocken,,"40.069583, -75.302362"
49937,small_airport,Ellis Airport,US,US-NC,Hobgood,,"36.04256, -77.37722"
49938,small_airport,LevAirport,US,US-TN,Pulaski,,"35.248077, -86.831065"
49939,small_airport,Oldstown Flying Tails Airport,US,US-OH,Cortland,,"41.324025, -80.792076"
49940,small_airport,Muncy Airport,US,US-OK,Hydro,,"35.471364, -98.541708"
49941,small_airport,Rocky Pond Airstrip,US,US-WA,Orondo,,"47.770535, -120.133558"
49942,small_airport,Derick Ultralight Flightpark,US,US-PA,Newburg,,"40.194217, -77.518326"
49943,small_airport,Embarcadero Airport,US,US-TX,McKinney,,"33.266375, -96.516722"
49944,small_airport,Peaster 01 Airport,US,US-TX,Weatherford,,"32.850488, -97.862247"
49945,small_airport,La Parra Ranch Airport,US,US-TX,Sarita,,"27.225577, -97.69765"
49946,heliport,Claytime Heliport,US,US-TX,Bay City,,"29.004764, -95.9818722"
49947,small_airport,South Tajos Ranch Airport,US,US-TX,Sarita,,"26.8679333, -97.6676639"
49948,small_airport,Cardinal Field,US,US-TX,Cardinal Field,,"29.256694, -96.987"
49949,small_airport,Ugashik Narrows Airport,US,US-AK,King Salmon,,"57.558765, -156.78832"
49950,heliport,St Vincent North Hospital Heliport,US,US-AR,North Little Rock,,"34.813552, -92.2073722"
49951,heliport,Memorial Hospital Los Banos Heliport,US,US-CA,Los Banos,,"37.064535, -120.858965"
49952,small_airport,Zamora Airport,US,US-CA,Woodland,,"38.79925, -121.830694"
49953,heliport,Silo Heliport,US,US-CT,Harwinton,,"41.793145, -73.049894"
49954,heliport,Air Evac Base 86 Heliport,US,US-GA,Americus,,"32.066873, -84.253033"
49955,small_airport,Blackhawk Airport,US,US-IN,Lake Village,,"41.14089, -87.394207"
49956,heliport,Agfertilizers Heliport,US,US-MT,Great Falls,,"47.54505, -111.451075"
49957,small_airport,Black I Ranch Airport,US,US-OK,Carrier,,"36.442222, -98.103888"
49958,small_airport,Grass Strip Airport,US,US-OK,Chandler,,"35.814108, -96.874736"
49959,small_airport,Lawles Airport,US,US-OK,Hydro,,"35.502414, -98.509241"
49960,heliport,Mercy Hospital Kingfisher Heliport,US,US-OK,Kingfisher,,"35.809741, -97.945483"
49961,small_airport,Jim Pettijohn Memorial Airport,US,US-OK,Marlow,,"34.66155, -98.102794"
49962,small_airport,VR Airstrip,US,US-PA,Marlow,,"34.65693, -97.79248"
49963,closed,Werries Airport,US,US-IL,Concord,,"39.80637, -90.367778"
49964,heliport,Centegra Hospital-Huntley Heliport,US,US-IL,Huntley,,"42.177477, -88.398956"
49965,small_airport,Sisk Restricted Landing Area,US,US-IL,Dunlap,,"40.852969, -89.707394"
49966,closed,Wildcat Air Landing Area,US,US-IN,Lafayette,,"40.4347578, -86.7652847"
49967,closed,Cascabel Air Park,US,US-AZ,Tucson,,"32.300662, -110.364423"
49968,heliport,Waldo County General Hospital Heliport,US,US-ME,Belfast,,"44.413275, -68.994053"
49969,balloonport,Murphy's Landing Balloonport,US,US-CT,Bethlehem,,"41.666664, -73.1894444"
49970,heliport,Calais Regional Hospital Heliport,US,US-ME,Calais,,"45.177134, -67.267936"
49971,small_airport,Double Circle Ranch Airport,US,US-AZ,Clifton,,"33.340547, -109.494464"
49972,small_airport,Kutcher-Lakeview Airport,US,US-CO,Galeton,,"40.519204, -104.458293"
49973,heliport,Advocate Sherman Hospital Heliport,US,US-IL,Elgin,,"42.072178, -88.329757"
49974,small_airport,Terhark Airport,US,US-WI,Elkhorn,,"42.6594, -88.43036"
49975,small_airport,Culp Airport,US,US-IN,Francesville,,"40.9998, -86.91315"
49976,seaplane_base,Aero Estates Seaplane Base,US,US-TX,Frankston,,"32.0791751, -95.4324805"
49977,heliport,North Ottawa Community Hospital Heliport,US,US-MI,Grand Haven,,"43.051425, -86.230092"
49978,seaplane_base,Seaplane Scenics at Carillon Point Seaplane Base,US,US-WA,Kirkland,,"47.66, -122.21"
49979,closed,Lamesa Army Airfield,US,US-TX,Lamesa,,"32.844721, -101.92"
49980,heliport,North Campus South Lake Hospital Heliport,US,US-FL,Leesburg,,"28.671944, -81.850833"
49981,heliport,Brady Sullivan-Elm Helistop,US,US-NH,Manchester,,"42.992317, -71.465319"
49982,heliport,Millinocket Regional Heliport,US,US-ME,Millinocket,,"45.653266, -68.716977"
49983,small_airport,Greater Breezewood Regional Airport,US,US-PA,Breezewood,,"39.874077, -78.297736"
49984,small_airport,Yates RLA Airport,US,US-IL,Murrayville,,"39.533005, -90.21558"
49985,heliport,Rancho Springs Medical Center EMS Landing Site Heliport,US,US-CA,Murrieta,,"33.557747, -117.183369"
49986,small_airport,Two Hearted Airstrip,US,US-MI,Newberry,,"46.693345, -85.422095"
49987,heliport,Grant Regional Health Center Heliport,US,US-WI,Lancaster,,"42.843453, -90.708073"
49988,small_airport,Foggy Bottom Airport,US,US-TX,Winnsboro,,"33.037235, -95.293183"
49989,small_airport,Dulpicate - Shelter Cove Airport,US,US-CA,Whitethorn,,"40.028916, 124.071117"
49990,small_airport,Sweet Springs Airport,US,US-AR,Searcy,,"35.3118056, -91.8756361"
49991,seaplane_base,Harmon Seaplane Base,US,US-LA,Scott,,"30.249066, -92.085515"
49992,heliport,Redmond Regional Medical Center Heliport,US,US-GA,Rome,,"34.277588, -85.193963"
49993,heliport,York Hospital Heliport,US,US-ME,York,,"43.141583, -70.650669"
49994,heliport,Tufts Medical Center Heliport,US,US-MA,Boston,,"42.349037, -71.063223"
49995,small_airport,A J Patrol Airport,US,US-LA,Crowley,,"30.142781, -92.333328"
49996,small_airport,Big Sandy Airport,US,US-AZ,Kingman,,"34.870757, -113.586643"
49997,small_airport,Seven J Stock Farm Airport,US,US-TX,Crockett,,"31.103611, -95.702811"
49998,small_airport,Ranch at Double Gates Airport,US,US-TX,Coleman,,"31.600461, -99.41604"
49999,heliport,South Campus South Lake Hospital Heliport,US,US-FL,Clermont,,"28.351187, -81.673346"
50000,small_airport,Mosquito Strip Airport,US,US-OH,Bristolville,,"41.393744, -80.813375"
50001,small_airport,W E Ranch Airport,US,US-ID,Thatcher,,"42.448186, -111.777543"
50002,small_airport,Merrill Ranch Ultralight Flightpark,US,US-OK,Mounds,,"35.895353, -96.026122"
50003,heliport,SSJ Heliport,US,US-MI,Hickory Corners,,"42.440114, -85.416805"
50004,small_airport,Flying J Airport,US,US-TX,Sadler,,"33.754547, -96.843558"
50005,small_airport,3 Mill Ranch Airport,US,US-TX,Mountain Home,,"30.284427, -99.473784"
50006,heliport,STS VIP Heliport,US,US-TX,Creedmoor,,"30.099886, -97.72675"
50007,small_airport,Arrington Ranch Airport,US,US-TX,Skellytown,,"35.531994, -101.1613"
50008,small_airport,Bemaroy Airport,US,US-TX,Pear Valley,,"31.30605, -99.492819"
50009,heliport,Hill Country Memorial Hospital Heliport,US,US-TX,Fredericksburg,,"30.262778, -98.880611"
50010,heliport,Texas Children's Hospital The Woodlands Heliport,US,US-TX,The Woodlands,,"30.200047, -95.456257"
50011,small_airport,Cole Ranch Airport,US,US-TX,Victoria,,"29.001392, -96.992837"
50012,closed,Lake Washington Airport,US,US-MS,Foote,,"33.107344, -91.06844"
50013,heliport,ORMC Helistop,US,US-TX,Odessa,,"31.852906, -102.363762"
50014,heliport,Muscogee (Creek) Nation Community Hospital Heliport,US,US-OK,Okemah,,"35.422778, -96.275832"
50015,small_airport,Green Acres Airfield,US,US-TX,Pampa,,"35.454127, -100.993814"
50016,heliport,Centracare Health Heliport,US,US-MN,Monticello,,"45.30058, -93.777509"
50017,heliport,LOMO 4 Heliport,US,US-MO,Sunrise Beach,,"38.172753, -92.642544"
50018,closed,Balcer Aero South Airport,US,US-MO,Jefferson City,,"38.505465, -92.21799"
50019,small_airport,Dead Cow Lakebed Airstrip,US,US-NV,"Herlong, CA",,"40.147755, -119.907335"
50020,heliport,Richfield Station Heliport,US,US-PA,Richfield,,"40.684303, -77.126431"
50021,heliport,"VRS, Inc. Heliport",US,US-FL,St. Petersburg,,"27.81355, -82.682233"
50022,heliport,Wang Heliport,US,US-NY,Cove Neck,,"40.889792, -73.491603"
50023,heliport,Donagher Residence Heliport,US,US-PA,Mechanicsburg,,"40.247492, -77.059326"
50024,heliport,Florida Hospital Waterman Heliport,US,US-FL,Tavares,,"28.824408, -81.710528"
50025,small_airport,Comanche Hills Ranch Airport,US,US-TX,Lampasas,,"31.166855, -98.245888"
50026,small_airport,Sherman Farm Air Airport,US,US-TX,Lockney,,"34.323601, -101.443302"
50027,heliport,LQLZ Heliport,US,US-TX,La Grange,,"29.987475, -96.952806"
50028,heliport,Carova Beach Volunteer Fire and Rescue Heliport,US,US-NC,Corolla,,"36.516636, -75.865337"
50029,small_airport,J A Knolle Airport,US,US-TX,Sandia,,"27.993892, -97.820567"
50030,small_airport,Underline OK Airport,US,US-TX,Springtown,,"32.929111, -97.713833"
50031,small_airport,Blue Ridge Airport,US,US-UT,Blue Ridge,,"33.294014, -96.446889"
50032,heliport,Price Valley Helibase,US,US-ID,New Meadows,,"45.020639, -116.437389"
50033,small_airport,Spirit Lake Municipal Airport,US,US-IA,Spirit Lake,RTL,"43.387500762939, -95.139198303223"
50034,small_airport,Jefferson River Airport,US,US-MT,Twin Bridges,,"45.608981, -112.328003"
50035,small_airport,Stieger Field,US,US-NC,Hickory,,"35.574944, -81.427555"
50036,heliport,Moab Helibase,US,US-UT,Moab,,"38.481555, -109.436056"
50037,small_airport,Allens Airport,US,US-NC,Rockfish,,"34.974116, -79.074586"
50038,small_airport,Noles Field,US,US-NC,Angier,,"35.545278, -78.592778"
50039,seaplane_base,Sunnyside Seaplane Base,US,US-MN,Hackensack,,"46.9717111, -94.568387"
50040,heliport,Memorial Hospital of Lafayette County Heliport,US,US-WI,Darlington,,"42.684257, -90.109715"
50041,small_airport,Crow Valley Airport,US,US-WA,Eastsound,,"48.650361, -122.953586"
50042,small_airport,Gregg Airport,US,US-OK,Edmond,,"35.742167, -97.361257"
50043,heliport,Texas Childrens Downtown Heliport,US,US-TX,Houston,,"29.70813, -95.402737"
50044,small_airport,Sunburst Field,US,US-PA,Lancaster,,"40.0587833, -76.4376528"
50045,heliport,IU Health Morgan Heliport,US,US-IN,Martinsville,,"39.425052, -86.404614"
50046,heliport,Endless Mountains Health Systems Heliport,US,US-PA,Montrose,,"41.8380917, -75.8373611"
50047,small_airport,Bill Lee Memorial Airport,US,US-MO,Rogersville,,"37.124789, -93.093217"
50048,heliport,Primary Childrens Medical Center Heliport,US,US-UT,Salt Lake City,,"40.771036, -111.839078"
50049,small_airport,PL Fuller Rough Creek Ranch Airport,US,US-TX,Snyder,,"32.893325, -100.893908"
50050,heliport,United States Military Academy Heliport,US,US-NY,West Point,,"41.397662, -73.956403"
50051,closed,Elliott Homestead Landing Strip,US,US-NY,Margaretville,,"42.244104, -74.699387"
50052,closed,Airlift Helicopters Heliport,US,US-NV,Reno,,"39.616917, -119.895933"
50053,closed,Kardys Airport,US,US-TX,Cibolo,,"29.576062, -98.246956"
50054,small_airport,Di's Cajun Restaurant Airport,US,US-LA,Iota,,"30.368708, -92.583028"
50055,small_airport,Mount Moriah Field,US,US-AR,Murfreesboro,,"34.116945, -93.6965"
50056,heliport,Illinois Wing & Rotor Heliport,US,US-IL,Villa Grove,,"39.897222, -88.142777"
50057,closed,Keiley Ranch Strip Airport,US,US-MT,Avon,,"46.778673, -112.665658"
50058,small_airport,Maverick Field,US,US-WI,Pembine,,"45.654367, -87.955158"
50059,small_airport,Nelson Ranch Airport,US,US-MT,Lincoln,,"47.05362, -112.546111"
50060,closed,Hanson Field,US,US-NE,Bertrand,,"40.622509, -99.640115"
50061,closed,Barton Oaks Heliport,US,US-TX,Austin,,"30.26395, -97.780596"
50062,closed,Igloo Heliport,US,US-AK,Cantwell,,"63.188748, -149.363855"
50063,closed,Hayesport Airport,US,US-TX,Collinsville,,"33.543448, -96.975431"
50064,closed,Crists' Sky Ranch Airport,US,US-NE,Crete,,"40.622226, -96.901972"
50065,closed,Sportsmans Field,US,US-MT,Ennis,,"45.3538165, -111.7352525"
50066,closed,Donovan Airstrip,US,US-MT,,,"44.926931, -113.272078"
50067,closed,Hirschy Landing Strip,US,US-MT,,,"45.438041, -113.435281"
50068,closed,Hilltop Airport,US,US-GA,Fairburn,,"33.605389, -84.655766"
50069,small_airport,Fort Parker Flying Field,US,US-TX,Groesbeck,,"31.565251, -96.546095"
50070,small_airport,Double H Ranch Airport,US,US-OK,Rush Springs,,"34.728253, -97.900578"
50071,closed,Conner Airport,US,US-CA,Goffs,,"35.097004, -115.221257"
50072,closed,Haynesville Airport,US,US-LA,Haynesville,,"32.986107, -93.138785"
50073,closed,Ox Bow Ranch Airport,US,US-MT,Helena,,"46.978202, -112.001854"
50074,closed,Miami Gliderport Landing Strip,US,US-FL,Homestead,,"25.608162, -80.474778"
50075,closed,Idabel Airport,US,US-OK,Idabel,,"33.904849, -94.845259"
50076,closed,Speedway Airport,US,US-IN,Indianapolis,,"39.799433, -86.356332"
50077,small_airport,Good Life Ranch Airport,US,US-OK,Chickasha,,"35.100344, -97.786225"
50078,closed,Rocky Ford STOLport,US,US-FL,Madison,,"30.501043, -83.390147"
50079,heliport,Moose Country Heliport,US,US-MT,Rexford,,"48.859575, -115.107441"
50080,closed,Braman Heliport,US,US-FL,West Palm Beach,,"26.761451, -80.050319"
50081,small_airport,Roberts Field,US,US-OH,Thornville,,"39.921731, -82.459043"
50082,closed,Ashley Airport,US,US-OK,Morris,,"35.650111, -95.857941"
50083,small_airport,Myrtle Creek Airport,US,US-AK,Myrtle Creek,,"67.215273, -149.981076"
50084,closed,Florida Power Corp General HQ Helistop,US,US-FL,St Petersburg,,"27.7392, -82.681488"
50085,small_airport,Howard Airfield,US,US-MI,St. Johns,,"42.938527, -84.577182"
50086,small_airport,Hiebert Airfield,US,US-KS,Goessel,,"38.215386, -97.3521847"
50087,heliport,Orlando Health Central Horizons West Heliport,US,US-FL,Windermere,,"28.458119, -81.632877"
50088,closed,Craig Airport,US,US-TX,Colleyville,,"32.916793, -97.1839"
50089,closed,Standish Industrial Airport,US,US-MI,Standish,,"43.979745, -83.974159"
50090,small_airport,Keutzer Airport,US,US-IL,La Moille,,"41.513367, -89.229531"
50091,closed,Grandpappy Point Landing Strip,US,US-TX,Pottsboro,,"33.8526021, -96.6463849"
50092,closed,Pine Acres Airport,US,US-OH,Hopedale,,"40.349854, -80.904326"
50093,heliport,David Grant USAF Medical Center Heliport,US,US-CA,Fairfield,,"38.270296, -121.970902"
